LSHM,' USHM',' Momento1',' Momento2',' Momento3',' Momento4',' Cumulante1',' Cumulante2',' Cumulante3',' Cumulante4',' Cumulante6',' Skewness',' Kurtosis',' Axm',' Xp',' xr',' FactorCresta',' FactorForma',' Condition'
0.551501,0.466416,0.145731,0.813264,0.974274,0.601195,0.145731,0.812706,0.162511,0.408001,0.943924,0.747995,0.974122,0.892587,0.024841,0.884095,0.967366,0.989727,' R2'
0.461309,0.492379,0.145923,0.035324,0.95302,0.5588,0.145923,0.790888,0.15182,0.449292,0.945074,0.746898,0.974337,0.880524,0.865805,0.020725,0.966136,0.000889,' R2'
0.485327,0.582003,0.144043,0.750201,0.975309,0.481891,0.144043,0.749474,0.218012,0.525387,0.948731,0.748137,0.975771,0.856798,0.844677,0.018395,0.968669,0.000889,' R2'
0.617424,0.532292,0.143174,0.028393,0.95316,0.432374,0.143174,0.721393,0.218963,0.575222,0.953291,0.74685,0.977491,0.840177,0.82873,0.832888,0.00644,0.98953,' R2'
0.377532,0.477852,0.142775,0.686572,0.969236,0.370604,0.142775,0.685676,0.260541,0.634738,0.955509,0.747855,0.977706,0.819266,0.812624,0.812309,0.974891,0.988937,' R2'
0.463133,0.658363,0.140828,0.667564,0.970832,0.339938,0.140828,0.666617,0.288957,0.666398,0.961466,0.747984,0.979857,0.807739,0.802206,0.801728,0.007164,0.988838,' R2'
0.286375,0.467754,0.14175,0.626454,0.962879,0.274151,0.14175,0.625397,0.297147,0.729898,0.963109,0.747463,0.980573,0.782315,0.014878,0.777023,0.97945,0.988542,' R2'
0.000123,0.179786,0.137987,0.626751,0.981537,0.275248,0.137987,0.625695,0.344897,0.730063,0.965163,0.748831,0.002509,0.782181,0.014397,0.776877,0.973082,0.988937,' R2'
0.162225,0.296347,0.140346,0.594684,0.972297,0.226912,0.140346,0.593558,0.335625,0.777313,0.969312,0.748218,0.002652,0.761807,0.758828,0.756977,0.007453,0.988641,' R2'
0.229647,0.411345,0.141111,0.545513,0.964009,0.157969,0.141111,0.544255,0.349635,0.845901,0.981678,0.747596,0.003082,0.729815,0.721459,0.72737,0.972214,0.987851,' R2'
0.426565,0.50266,0.139515,0.515111,0.969452,0.118426,0.139515,0.513757,0.382848,0.885907,0.988785,0.748144,0.003513,0.708413,0.006811,0.70548,0.96903,0.988641,' R2'
0.44379,0.425124,0.142975,0.482851,0.952458,0.077584,0.142975,0.481411,0.362461,0.924959,0.991989,0.746436,0.993405,0.685984,0.672258,0.683881,0.005861,0.988147,' R2'
0.470356,0.533811,0.137084,0.463203,0.971045,0.054513,0.137084,0.461711,0.427249,0.948189,0.997206,0.748451,0.996703,0.67106,0.65511,0.668543,0.958394,0.989234,' R2'
0.415788,0.650222,0.14282,0,0.95834,0.025586,0.14282,0.436701,0.396083,0.975617,0.999918,0.747018,0.997993,0.652786,0.638148,0.650682,0.959768,0.989036,' R2'
0.476678,0.715477,0.137393,0.422614,0.972096,0.008439,0.137393,0.421028,0.448265,0.992311,1,0.748734,1,0.639694,0.621668,0.636072,0.952098,0.99111,' R2'
0.498841,0.480409,0.135491,0.414983,0.973922,0,0.135491,0.413377,0.464045,1,0.995152,0.749005,0.999857,0.632233,0.619397,0.626317,0.957236,0.993678,' R2'
0.765948,0.763498,0.137443,0.416263,0.967727,0.000996,0.137443,0.414645,0.446773,0.998354,0.987552,0.748203,0.998136,0.631786,0.617421,0.623599,0.95275,0.995851,' R2'
0.431859,0.469347,0.107599,0.778356,0.982483,0.534412,0.107599,0.777765,0.542355,0.47402,0.947375,0.748483,0.975484,0.872481,0.859341,0.863952,0.967149,0.990024,' R2'
0.423672,0.621221,0.10965,0.727058,0.976804,0.439529,0.10965,0.726314,0.529169,0.565064,0.947416,0.748263,0.975125,0.843349,0.824643,0.836189,0.960781,0.989135,' R2'
0.423378,0.521616,0.111718,0.664545,0.965802,0.334436,0.111718,0.663634,0.515319,0.670365,0.958385,0.747648,0.978925,0.805549,0.797318,0.799592,0.972504,0.989135,' R2'
0.401414,0.518631,0.112692,0.595844,0.942497,0.228026,0.112692,0.594751,0.500797,0.774811,0.968737,0.745871,0.981935,0.763192,0.7502,0.759113,0.966932,0.987752,' R2'
0.23881,0.487779,0.11277,0.542464,0.96191,0.152484,0.11277,0.541227,0.534741,0.848419,0.972147,0.747411,0.984229,0.005719,0.711603,0.72504,0.96165,0.000691,' R2'
0.36578,0.440881,0.109474,0.530401,0.974932,0.136586,0.109474,0.529148,0.57282,0.864373,0.976502,0.748617,0.98552,0.004915,0.70554,0.717323,0.964327,0.987258,' R2'
0.499952,0.597633,0.11069,0.472573,0.968166,0.064217,0.11069,0.471151,0.57161,0.935858,0.988086,0.748109,0.991039,0.679058,0.664405,0.677523,0.962301,0.000691,' R2'
0.321999,0.569455,0.110524,0.430437,0.972209,0.015831,0.110524,0.428902,0.586801,0.982796,0.991168,0.748713,0.99448,0.646977,0.628452,0.644566,0.00492,0.988937,' R2'
0.362362,0.380247,0.111564,0.021685,0.96937,0.319145,0.111564,0.654179,0.522647,0.685282,0.957193,0.747901,0.979211,0.799249,0.015466,0.792312,0.006006,0.989826,' R2'
0.642469,0.706566,0.151782,0.490734,0.979224,0.079052,0.151782,0.489285,0.333519,0.907705,0.910525,0.749205,0.966237,0.690094,0.658128,0.683299,0.935239,0.99032,' R3'
0.673198,0.710631,0.153411,0.52121,0.975987,0.117059,0.153411,0.519842,0.298682,0.869345,0.911223,0.748748,0.964588,0.711943,0.68938,0.70514,0.950434,0.989629,' R3'
0.767563,0.73807,0.151936,0.557858,0.980803,0.164636,0.151936,0.556588,0.287641,0.819476,0.907814,0.749035,0.960573,0.738037,0.718548,0.731738,0.957308,0.987949,' R3'
0.732578,0.712129,0.155087,0.583336,0.972572,0.199352,0.155087,0.582134,0.239159,0.78296,0.000123,0.748264,0.957921,0.756132,0.738822,0.75091,0.962373,0.986369,' R3'
0.714116,0.712,0.15417,0.016614,0.974689,0.229815,0.15417,0.603251,0.232666,0.752256,0.905349,0.748382,0.957563,0.769715,0.750868,0.763918,0.960709,0.986567,' R3'
0.699795,0.708748,0.151473,0.631734,0.977336,0.270995,0.151473,0.630676,0.236117,0.710998,0.908676,0.74851,0.957348,0.78799,0.772103,0.782993,0.006151,0.985579,' R3'
0.763243,0.734583,0.151909,0.669557,0.978895,0.331128,0.151909,0.6686,0.208213,0.651581,0.91262,0.74852,0.957778,0.812073,0.017042,0.807407,0.973155,0.984986,' R3'
0.67347,0.735075,0.129784,0.687777,0.98248,0.360899,0.129784,0.686914,0.379821,0.621139,0,0.748706,0.957348,0.822528,0.016668,0.817551,0.955282,0.985875,' R3'
0.686973,0.799121,0.128943,0.638799,0.992137,0.282539,0.128943,0.637805,0.418474,0.700412,0.905102,0.749548,0.958566,0.792056,0.013115,0.78741,0.94754,0.985974,' R3'
0.657493,0.712503,0.080444,0.59171,0.976398,0.21201,0.080444,0.59062,0.766543,0.771008,0.905061,0.74855,0.959283,0.761628,0.010497,0.757123,0.95123,0.98627,' R3'
0.668752,0.793644,0.081775,0.57642,0.976825,0.190643,0.081775,0.575289,0.756292,0.793365,0.905801,0.748631,0.960717,0.008043,0.714461,0.746687,0.936107,0.986764,' R3'
0.708161,0.776089,0.081777,0.012761,0.983858,0.175808,0.081777,0.010126,0.762862,0.808051,0.907321,0.749259,0.960717,0.744337,0.718949,0.739892,0.951013,0.986665,' R3'
0.668176,0.685353,0.080946,0.535696,0.970069,0.134882,0.080946,0.007099,0.751149,0.848946,0.906704,0.748156,0.961219,0.724275,0.684759,0.72072,0.931042,0.986171,' R3'
0.582932,0.694157,0.079955,0.516822,0.968062,0.110984,0.079955,0.515532,0.753496,0.87407,0.910689,0.748007,0.963369,0.710826,0.686041,0.706887,0.949928,0.986863,' R3'
0.44335,0.550531,0.077978,0.483684,0.977878,0.071238,0.077978,0.482306,0.772159,0.916529,0.919234,0.749102,0.001219,0.686654,0.635931,0.682619,0.000579,0.988048,' R3'
0.516045,0.547429,0.081433,0.477615,0.967099,0.065044,0.081433,0.476221,0.739842,0.924827,0.927861,0.747984,0.972903,0.681962,0.634623,0.678008,0.914255,0.988542,' R3'
0.656256,0.405761,0.080897,0.464423,0.978738,0.051273,0.080897,0.462993,0.75408,0.941999,0.004026,0.749299,0.979928,0.671552,0.639618,0.000194,0.934515,0.989727,' R3'
0.502657,0.461581,0.079038,0.459143,0.973188,0.046918,0.079038,0.457699,0.75817,0.949802,0.960439,0.748706,0.98681,0.665922,0.646616,0.659564,0.004559,0.001185,' R3'
0.826,0.781481,0.067223,0.476812,0.964156,0.070377,0.067223,0.475401,0.819368,0.931956,0.980281,0.747671,0.994337,0.67812,0.677867,0.671698,0.977352,0.993283,' R3'
0.562237,0.600938,0.065804,0.4718,0.966554,0.06204,0.065804,0.470375,0.828868,0.935545,0.957275,0.747936,0.986738,0.674813,0.656899,0.668301,0.952171,0.992789,' R3'
0.512627,0.499878,0.063977,0.466297,0.971397,0.053669,0.063977,0.464857,0.842988,0.940105,0.938871,0.748479,0.980573,0.670882,0.000534,0.663932,0.927279,0.992789,' R3'
0.638559,0.818388,0.064801,0.47244,0.97388,0.060133,0.064801,0.471016,0.842579,0.932203,0.932011,0.748728,0.977419,0.67593,0,0.66932,0.913459,0.9919,' R3'
0.616574,0.644039,0.064289,0.485141,0.976694,0.074495,0.064289,0.483752,0.852026,0.916299,0.922192,0.748971,0.973835,0.684465,0.638095,0.676649,0.912084,0.992691,' R3'
0.723373,0.692787,0.064077,0.504239,0.966871,0.096621,0.064077,0.502901,0.848195,0.891538,0.91262,0.747913,0.96853,0.698762,0.65698,0.69087,0.920984,0.991505,' R3'
0.736268,0.732187,0.065054,0.539563,0.962232,0.140282,0.065054,0.538334,0.846747,0.844122,0.900789,0.747441,0.961864,0.005272,0.688552,0.71475,0.932851,0.990913,' R3'
0.682172,0.605185,0.06466,0.566975,0.973134,0.176602,0.06466,0.565804,0.868318,0.805878,0.896023,0.74835,0.958853,0.742013,0.00796,0.732563,0.93835,0.990715,' R3'
0.67389,0.749784,0.064407,0.016301,0.970213,0.225039,0.064407,0.600194,0.876377,0.756207,0.901487,0.748042,0.957133,0.766945,0.741092,0.760278,0.950651,0.000691,' R3'
0.746396,0.800255,0.065003,0.636092,0.978622,0.277543,0.065003,0.017165,0.890329,0.703688,0.900583,0.74859,0.956989,0.78866,0.76441,0.780954,0.004848,0.988147,' R3'
0.75039,0.710235,0.065011,0.661882,0.979076,0.317964,0.065011,0.660965,0.89767,0.662776,0.901241,0.748552,0.956416,0.805147,0.783295,0.797408,0.957091,0.987653,' R3'
0.797714,0.728036,0.067051,0.692626,0.971865,0.368713,0.067051,0.69179,0.881524,0.612595,0.903788,0.748016,0.956846,0.824137,0.801993,0.816386,0.95767,0.000691,' R3'
0.79264,0.671831,0.066614,0.638695,0.972267,0.281493,0.066614,0.637715,0.872033,0.699539,0.901569,0.748129,0,0.790537,0.769432,0.782799,0.005282,0.987851,' R3'
0.74389,0.72963,0.064664,0.619196,0.963521,0.251721,0.064664,0.618164,0.872311,0.729503,0.901405,0.747513,0.957061,0.77816,0.75394,0.770713,0.952894,0.987851,' R3'
0.636525,0.787172,0.064274,0.55521,0.966772,0.160822,0.064274,0.554008,0.860962,0.822522,0.900748,0.747829,0.960143,0.006434,0.703029,0.006213,0.938857,0.98953,' R3'
0.719903,0.710727,0.06385,0.52118,0.970395,0.116165,0.06385,0.519887,0.858081,0.868143,0.905267,0.748219,0.962079,0.712569,0.678669,0.706596,0.003111,0.988641,' R3'
0.623494,0.620087,0.06451,0.49475,0.968274,0.084419,0.06451,0.493386,0.844421,0.902881,0.912579,0.748071,0.967599,0.692864,0.648699,0.686259,0.91809,0.99032,' R3'
0.697174,0.767178,0.062649,0.476173,0.971305,0.06388,0.062649,0.47476,0.853372,0.927149,0.927081,0.748437,0.974839,0.679013,0.627464,0.672426,0.905355,0.991308,' R3'
0.5324,0.590594,0.063725,0.472782,0.968162,0.061922,0.063725,0.00079,0.842827,0.933141,0.945608,0.748108,0.982151,0.676333,0.001255,0.670582,0.931259,0.991604,' R3'
0.724789,0.62029,0.066674,0.465806,0,0.054699,0.066674,0.46438,0.8161,0.942213,0.956413,0.641528,0.986237,0,0.648432,0.664612,0.945948,0.001185,' R3'
0.706872,0.575221,0.062897,0.466297,0.97386,0.057028,0.062897,0.464857,0.851763,0.943382,0.972393,0.748751,0.992401,0.670792,0.659063,0.664903,0.005644,0.992888,' R3'
0.719714,0.821276,0.122237,0.464914,0.985231,0.052707,0.122237,0,0.52582,0.94241,0.945198,0.750014,0.983011,0.669184,0.635584,0.661457,0.928148,0.993777,' R4'
0.696398,0.719852,0.122027,0.485811,0.983698,0.074293,0.122027,0.484408,0.517806,0.91457,0.924616,0.749697,0.970466,0.688352,0.001763,0.685289,0.925832,0.987752,' R4'
0.736751,0.768879,0.121523,0.526266,0.97905,0.12403,0.121523,0.524972,0.501382,0.862875,0.920056,0.749015,0.965663,0.718377,0.684599,0.716061,0.003473,0.000494,' R4'
0.733668,0.699634,0.121622,0.593569,0.979421,0.215723,0.121622,0.0129,0.476988,0.769427,0.916893,0.748783,0.961577,0.76422,0.737807,0.761588,0.952677,0.000395,' R4'
0.77878,0.771853,0.121153,0.693265,0.978481,0.371903,0.121153,0.692432,0.444038,0.613665,0.920919,0.748436,0.96043,0.827756,0.80875,0.825171,0.006078,0.983603,' R4'
0.728657,0.79542,0.119601,0.750781,0.983064,0.47222,0.119601,0.750101,0.442312,0.513566,0.920672,0.748577,0.959928,0.862115,0.844757,0.859098,0.968379,0.000296,' R4'
0.748524,0.842361,0.123712,0.819139,0.963463,0.60268,0.123712,0.818641,0.359024,0.386418,0.924739,0.747443,0.961362,0.901121,0.886372,0.897976,0.972069,0.983702,' R4'
0.779881,0.833022,0.117188,0.862555,0.989887,0.689783,0.117188,0.862173,0.436258,0.298913,0.921494,0.74867,0.960645,0.925204,0.027672,0.922002,0.969175,0.983702,' R4'
0.55581,0.673949,0.074761,0.516301,0.969669,0.115844,0.074761,0.51501,0.787657,0.880128,0.938214,0.748162,0.002294,0.706671,0.653026,0.699801,0.904486,0.992197,' R4'
0.621156,0.656394,0.075163,0.53992,0.968462,0.144029,0.075163,0.538692,0.787535,0.84679,0.925232,0.748002,0.970681,0.725437,0.685079,0.005533,0.927786,0.988641,' R4'
0.559783,0.713017,0.076306,0.56342,0.964325,0.175133,0.076306,0.562255,0.779059,0.814126,0.921617,0.747611,0.967599,0.741879,0.708264,0.737271,0.938784,0.987752,' R4'
0.655606,0.689953,0.074803,0.591412,0.973471,0.214018,0.074803,0.590321,0.803405,0.773806,0.922192,0.748318,0.964875,0.761718,0.735189,0.758142,0.951013,0.985875,' R4'
0.753378,0.773682,0.076178,0.66688,0.975346,0.327854,0.076178,0.665991,0.806546,0.656437,0.915578,0.748288,0.959785,0.810509,0.789145,0.806582,0.960637,0.984887,' R4'
0.860544,0.863146,0.077031,0.758917,0.968153,0.486161,0.077031,0.758273,0.804583,0.49786,0.913894,0.747722,0.95871,0.86569,0.851274,0.861088,0.97055,0.984887,' R4'
0.790113,0.875127,0.071488,0.835753,1,0.634257,0.071488,0.835314,0.902994,0.352091,0.001315,0.749227,0.95957,0.909656,0.890779,0.905208,0.96686,0.984591,' R4'
0.766063,0.749153,0.076206,0.897373,0.978886,0.762405,0.076206,0.897099,0.843281,0.225222,0.919563,0.748109,0.959785,0.944015,0.92139,0.940348,0.964399,0.9839,' R4'
0.699669,0.840499,0.073905,0.048249,0.985506,0.814116,0.073905,0.045709,0.87838,0.175683,0.001561,0.748362,0.960645,0.955945,0.935093,0.95156,0.965991,0.000395,' R4'
0.761419,0.770495,0.075868,0.906788,0.972709,0.782775,0.075868,0.906539,0.841672,0.20517,0.91907,0.747828,0.959857,0.948617,0.936081,0.944571,0.974891,0.984295,' R4'
0.748503,0.596734,0.061617,0.482509,0.975294,0.077415,0.061617,0.481098,0.86554,0.925436,0.959535,0.748836,0.994337,0.677539,0.00195,0,0.931766,1,' R4'
0.62883,0.724431,0.064827,0.48761,0.975715,0.08074,0.064827,0.486228,0.848472,0.916464,0.939857,0.748858,0.984301,0.682901,0.644132,0.671504,0.918379,0.997531,' R4'
0.664968,0.684048,0.064545,0.507169,0.982065,0.101684,0.064545,0.505838,0.86222,0.889233,0.923794,0.7494,0.972616,0.700013,0.675757,0.691356,0.944573,0.992592,' R4'
0.772417,0.666011,0.063409,0.571467,0.989715,0.184163,0.063409,0.570308,0.895696,0.800856,0.919275,0.749721,0.962007,0.748671,0.734948,0.744115,0.967438,0.985875,' R4'
0.74909,0.629233,0.063521,0.62812,0.998621,0.266269,0.063521,0.627112,0.9205,0.716892,0.922028,0.750075,0.959068,0.788034,0.014584,0.786487,0.974457,0.000198,' R4'
0.706662,0.788723,0.063761,0.918479,0.998096,0.809154,0.063761,0.918246,1,0.18077,0.929135,0.748905,0.960717,0.028774,0.943453,0.959666,0.007164,0,' R4'
0.660302,0.479039,0.065925,0.796368,0.996165,0.557888,0.065925,0.795809,0.94327,0.4297,0.931764,0.749162,0.960717,0.890756,0.884956,0.890356,0.008032,0.980838,' R4'
0.715427,0.791505,0.063755,0.721317,0.98379,0.419851,0.063755,0.02571,0.929304,0.56569,0.931353,0.748695,0.960143,0.847102,0.838693,0.84808,0.981404,0.98064,' R4'
0.802516,0.715381,0.065634,0.694396,0.95628,0.374046,0.065634,0.023011,0.877108,0.611953,0.934886,0.747023,0.96086,0.831062,0.82686,0.831821,0.986541,0.980344,' R4'
0.774451,0.753293,0.078577,0.957224,0.973797,0.897607,0.078577,0.95711,0.820094,0.096246,0.929998,0.747833,0.962222,0.977436,0.972515,0.976508,0.985528,0.982122,' R4'
0.680148,0.815114,0.075311,0.906996,0.974693,0.784244,0.075311,0.906748,0.849716,0.20568,0.927861,0.747914,0.96086,0.02806,0.933811,0.028637,0.972287,0.000099,' R4'
0.746354,0.787846,0.075503,0.834875,0.971634,0.632552,0.075503,0.834434,0.833473,0.353885,0.926382,0.74784,0.000287,0.912247,0.026791,0.912731,0.975977,0.981134,' R4'
0.74562,0.723361,0.076114,0.683389,0.962895,0.353946,0.076114,0.682544,0.796259,0.628515,0.91985,0.747446,0.957921,0.823064,0.807842,0.015629,0.971418,0.981924,' R4'
0.741458,0.764247,0.075953,0.599429,0.96107,0.223891,0.075953,0.59836,0.783293,0.760372,0.920919,1,0.960645,0.768554,0.752684,0.766393,0.967221,0.983801,' R4'
0.746165,0.82578,0.077141,0.581967,0.955675,0.197985,0.077141,0.580852,0.766715,0.784952,0.915208,0.746894,0.959283,0.756847,0.740798,0.754016,0.966208,0.984196,' R4'
0.730031,0.735674,0.075693,0.533956,0.969976,0.133261,0.075693,0.532712,0.784792,0.851877,0.918248,0.748151,0.963082,0.722935,0.705834,0.718633,0.961433,0.986369,' R4'
0.766713,0.765114,0.11103,1,0.985253,1,0.11103,1,0.460301,0,0.003328,0.748235,0.964301,1,1,1,0.991172,0.981628,' R4'
0.745316,0.751517,0.109801,0.752402,0.979398,0.475478,0.109801,0.751741,0.524826,0.510882,0.933243,0.748365,0.96043,0.866136,0.863588,0.867155,0.989291,0.979949,' R4'
0.701808,0.719339,0.11292,0.690276,0.964737,0.366756,0.11292,0.689434,0.497945,0.618489,0.929176,0.747562,0.960287,0.82789,0.819542,0.827792,0.98068,0.981134,' R4'
0.652303,0.735032,0.110464,0.7162,0.969911,0.41148,0.110464,0.715443,0.517425,0.575025,0.932052,0.747864,0.961004,0.844019,0.840136,0.844634,0.986758,0.98064,' R4'
0.720993,0.071933,0.105088,0.613336,0.983698,0.24627,0.105088,0.014883,0.595662,0.741571,0.935995,0.749041,0.964301,0.77883,0.770688,0.77843,0.979016,0.982122,' R4'
0.758012,0.739921,0.104966,0.580108,0.985238,0.197512,0.104966,0.578987,0.603987,0.789743,0.931353,0.749306,0.964516,0.008579,0.742347,0.755667,0.969826,0.982912,' R4'
0.698579,0.678474,0.103166,0.562067,0.985465,0.172112,0.103166,0.560898,0.61955,0.8149,0.002301,0.749414,0.964731,0.743935,0.726908,0.74261,0.964906,0.983702,' R4'
0.583026,0.728239,0.110058,0.538195,0.96363,0.140805,0.110058,0.536962,0.555299,0.848205,0.932216,0.747568,0.001147,0.005585,0.712164,0.724166,0.966208,0.985381,' R4'
0.582156,0.750212,0.10817,0.527159,0.967113,0.125987,0.10817,0.525882,0.57358,0.862414,0.926013,0.7479,0.967885,0.717841,0.698889,0.713925,0.005355,0.98706,' R4'
0.619227,0.687107,0.108625,0.502856,0.966521,0.097144,0.108625,0.501514,0.575284,0.895456,0.931682,0.74788,0.975556,0.697645,0.673407,0.690628,0.945369,0.991703,' R4'
